Genome Name,CheA
"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- AS07_7 (Targeted Biofilm samples from two redox zones-AS07_7, Dec 2011 Assem)",2878
"Upper troposphere microbial communities -  DAQMD-024 (Upper Troposphere microbiome DAQMD-023, ASSEMBLY_DATE=20140802)",254
"Marine microbial communities from the Deep Atlantic Ocean - MP0371 (Deep seawater metagenome MP0371, ASSEMBLY_DATE=20130213)",502
"Forest soil microbial communities from El Dorado National Forest, California, USA - Mediterranean Blodgett CA OM1_O2 (Mediterranean Blodgett CA OM1_O2, ASSEMBLY_DATE=20130221)",5166
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_20_5_0_1 metaT (Metagenome Metatranscriptome)",2
"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S1_50_60",1330
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBH10Sep07",516
"Human stool microbial communities from NIH, USA - visit 2, subject 764811490",13
"Halophilic bacterium cultivated from rock salt, sample 2 (Halophilic bacterium TV14)",1
Tropical forest soil microbial communities from Panama - MetaG Plot_30,9207
"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D98_LAv2",2
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 70_HOW9,459
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 66 (Metagenome Metatranscriptome)",53
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF143 (Metagenome Metatranscriptome, Counting Only)",3
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF008 (Microbial Forest Soil SWN C24_M, ASSEMBLY_DATE=20130719)",2646
"Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Santa Barbara Oil Seep Sample 6 (Crude oil metagenome 6, ASSEMBLY_DATE=20131204)",9927
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling",51607
"Host-associated microbial communities from peat moss isolated from Minnesota, USA - S1T2_Fc - Sphagnum fallax MG",3086
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G07A2-12 (Nitrogen cycling UWRJG07A212, ASSEMBLY_DATE=20140516)",1574
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_40_5_8_1 metaT (Metagenome Metatranscriptome)",2
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA - CBE29Oct07",413
"Freshwater microbial communities from Trout Bog Lake, WI - 25JUL2007 epilimnion (Trout Bog Lake July 25 2007 Epilimnion, new10pct subsample IHWZ Merged Reads)",18
"Pelagic Microbial community sample from North Sea - COGITO 998_met_04 (COGITO 998_met_04, ASSEMBLY_DATE=20130417)",1433
Soil microbial communities from sample at FACE Site NTS_067 Nevada Test Site (NTS_067),257
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_135",1809
"Human stool microbial communities from NIH, USA - visit 1, subject 861967750",17
"Human stool microbial communities from NIH, USA - visit 1, subject 159753524 replicate 1",10
"Freshwater microbial communities from Lake Mendota, WI - 07OCT2009 deep hole epilimnion ns (Lake Mendota Deep Hole Epilimnion 07Oct09 ns, ASSEMBLY_DATE=20140128)",248
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBH08Jun09",487
"Bioreactor microbial community inoculated from the Wadden Sea, Germany - 168 days of incubation",7
"Marine microbial communities from Coastal Floreana, Equador - GS028",6
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 63_LOW9,40
"Arctic peat soil from Barrow, Alaska - Barrow Graham LP Incubations 011-22A (Barrow Graham LP Incubations 011-22A, ASSEMBLY_DATE=20140112)",6757
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_11_40",742
"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 25 (Metagenome Metatranscriptome)",120
"Marine microbial communities from Columbia River, CM, sample from Newport Hydroline, GS310-3LG-Hyp-75m",6
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 103_HOW12,414
"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  Saanich Inlet SI073_LV_135m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  Saanich Inlet SI073_LV_135m_DNA, ASSEMBLY_DATE=20141004)",1641
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C4L_LD (Metagenome Metatranscriptome)",97
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06A5a-10 (Nitrogen cycling UWRJG06A5a10, ASSEMBLY_DATE=20140517)",1828
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01K1-12 (Nitrogen cycling UWRJG01K112, ASSEMBLY_DATE=20140815)",2514
Coal Bed microbial communities from Alberta -Trident_1560D,92
"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C08_HAv2",1
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G09K5-12 (Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G09K5-12, ASSEMBLY_DATE=20140821)",2213
Biogas fermentation microbial communities from Germany - Plant 2 RNA2 (Metagenome Metatranscriptome),231
"Human tongue dorsum microbial communities from NIH, USA - visit 1, subject 765640925",13
"Termite gut microbial communities from Petit-Saut, French Guiana - Emb289P1 metaG",3443
"Human stool microbial communities from NIH, USA - visit 1, subject 159490532",24
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI072_10m (Metagenome Metatranscriptome),1
"Tropical forest soil microbial communities from Luquillo Experimental Forest, Puerto Rico - Sample 9 (Luquillo Experimental Forest Soil Metagenome 9, ASSEMBLY_DATE=20121204)",14
"Lotic sediment microbial communities from Taif River, Saudi Arabia - Lab simulation  Sediment ColumnT-10K5-120",3
"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk  Metatranscriptome (Metagenome Metatranscriptome)",24
"Marine microbial communities from Columbia River, CM, sample from Cape Meares, GS311-3LG-Deep1200",25
Marine viral communities from the Subarctic Pacific Ocean - 8_ETSP_OMZ_AT15162 metaG,161
"Soil microbial communities from the Hubbard Brook experimental Forest, New Hampshire, under manipulated climate change conditions - Hubbard Brook CCASE Soil Metagenome WRM 4",10881
"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP MS_1500(2)_T MetaT (Metagenome Metatranscriptome)",71
Soil microbial communities from sample at FACE Site NTS_007 Nevada Test Site (NTS_007),197
FECB-27 Light/N- metaT (Metagenome Metatranscriptome),8
"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site B2 Bulk (Wetland Surface Sediment Feb2011 Site B2 Bulk, Assem Ctgs Oct 2011 assem)",70
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Sep_01,530
"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 764224817",36
"Benzene-degrading bioreactor microbial communities from Toronto, Ontario, Canada, that are methanogenic - September 2009 gDNA_4",17
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-BECK03-E (Nitrogen cycling UWRJBECK03E, ASSEMBLY_DATE=20140815)",2469
Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain - Sample B1A,13
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_74LU_5_RNA (Metagenome Metatranscriptome),3
Laurentian Great Lakes metaT Sp13.BD.MM110.SN (Metagenome Metatranscriptome),56
"Grasslands soil microbial communities from Nunn, Colorado, USA, that are Nitrogen fertilized - NN1095 (Forest Soil microbial communities with Nitrogen NN1095, ASSEMBLY_DATE=20130213)",825
"Switchgrass rhizosphere bulk soil microbial communities from Kellogg Biological Station, Michigan, USA, with PhiX - S5 (KBS Switchgrass (Bulk soil) S5-S with PhiX, ASSEMBLY_DATE=20130527)",4414
"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP12  Calcite Springs, Tower Falls Region",4
"Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection A3 (Rifle Oxygen_injection A3, ASSEMBLY_DATE=20131127)",6766
Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_<0.8_DNA,144
"Switchgrass rhizosphere microbial communities from Buena Vista Grasslands Wildlife Area, Michigan, USA - BV2.1",15
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI074_135m_A (Metagenome Metatranscriptome),9
Passalidae beetle gut microbial communities from Costa Rica -Larvae (2ML+2BL) (Larvae (2ML+2BL) August 2011 assem),7
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Met_20_2_8_2 metaT (Metagenome Metatranscriptome)",4
"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  MA7.5M",1521
"Pelagic Microbial community sample from North Sea - COGITO 998_met_09 (COGITO 998_met_09, ASSEMBLY_DATE=20130423)",1283
"Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 E3 (A23 E3 feedstock associated aerobic enrichment on eucalyptus of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20121221)",124
"Marine viral communities from the Deep Pacific Ocean - MSP-121 (Metagenome Std Draft M1679 Malaspina viral metagenome MSP-121, ASSEMBLY_DATE=20130718)",587
"Soil microbial communities from Great Prairies - Iowa, Continuous Corn soil (Iowa corn MSU Illumina assembly)",78
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metatranscriptome 28_LOW6,149
Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 82_HOW10,293
"Lentic bog actinobacteria communities from Grosse Fuchskuhle, Germany - Sample acI-B2 co-culture F-F8 metagenome (Freshwater actinobacteria acI-B2 co-culture F-F8 metagenome, ASSEMBLY_DATE=20131120)",119
"Deep subsurface microbial communities from Mt. Terri Underground Rock Laboratory, Switzerland -  BIC-A1 borehole (Final binning (31k assembly, concoct v0.2, min 5000 bp))",14
"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_B_top_diel_T=1 metaT (Metagenome Metatranscriptome)",4
"Clean room microbial communities from NASA Spacecraft Assembly Facility at Jet Propulsion Laboratory, Pasadena, California, USA - Phoenix During-Phoenix assembly at KSC-PHSF (Phoenix During-Phoenix assembly at KSC-PHSF , ASSEMBLY_DATE=20140723)",2
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Switchgrass S4-2",20869
"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210-3 deep-092012 (NGEE Surface sample 210-3 deep-092012, ASSEMBLY_DATE=20130514)",2515
"Freshwater microbial communities from Trout Bog Lake, WI - 29JUL2008 epilimnion (Trout Bog Lake July 29 2008 Epilimnion, new10pct subsample IHSY Merged Reads)",126
"Human tongue dorsum microbial communities from NIH, USA - visit 2, subject 763435843",23
Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  MetaT SI072_165m_B (Metagenome Metatranscriptome),48
"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaG HF041 (Microbial Forest Soil PH H6_O, ASSEMBLY_DATE=20130719)",3984
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_10_150",787
"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - 15_R_Wat_40_5_16_2 metaT (Metagenome Metatranscriptome)",2
"Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - OSP_D (OSP_D)",10
"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_6_10",2294
"Peat soil microbial communities from Weissenstadt, Germany -  Metatranscriptome 13 (Metagenome Metatranscriptome)",20
"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP07-I5",1
Estuarine microbial communities from the Columbia River estuary - metaG 1547B-02,237
"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (6) Depth 19-21cm September2015",5458
"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C6L_LD (Metagenome Metatranscriptome)",39
Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC078_MetaG,1127
"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Switchgrass S7-2",19870
"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05A5-10 (Nitrogen cycling UWRJG05A510, ASSEMBLY_DATE=20140517)",1629
"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 3 version 1 (Biofuel metagenome 3 Illumina assembly)",79
